945	981	1011	1012	991	982	991
1005	963	1000	1029	1029	1008	999
1146	1043	997	1034	1062	1061	1039
1170	1115	1016	970	1008	1036	1037
803	975	948	877	841	882	912
756	828	1006	985	912	878	918
800	789	867	1054	1032	957	924
1024	811	799	879	1068	1044	969
1081	1034	819	805	887	1076	1051
1062	1093	1043	826	811	893	1084
1152	1053	1082	1032	817	802	885
906	1112	1016	1045	998	791	777
796	872	1068	977	1007	963	764
680	710	778	958	879	909	871
432	557	584	645	799	736	764
265	327	424	448	500	623	578
167	171	217	288	312	354	446
98	105	112	138	184	219	257
14288	14539	14787	15002	15137	15214	15266
