18121	Parke	454	464	448	435	423	419	418
18121	Parke	471	475	485	469	455	442	437
18121	Parke	513	499	503	512	494	479	465
18121	Parke	554	500	488	492	501	484	471
18121	Parke	567	540	517	518	524	534	525
18121	Parke	670	671	642	618	619	626	637
18121	Parke	587	609	612	585	563	564	572
18121	Parke	638	559	581	584	557	535	537
18121	Parke	666	622	542	564	566	540	517
18121	Parke	769	623	579	497	520	522	496
18121	Parke	688	701	551	505	421	444	446
18121	Parke	640	666	676	524	478	393	417
18121	Parke	580	610	635	646	497	454	372
18121	Parke	434	536	565	590	600	463	422
18121	Parke	324	385	474	502	526	537	415
18121	Parke	272	264	314	389	415	437	447
18121	Parke	201	192	188	227	283	305	323
18121	Parke	188	195	196	196	220	264	302
18121	Parke	9216	9111	8996	8853	8662	8442	8219
