18127	Porter	4772	4871	5048	5215	5300	5340	5360
18127	Porter	5449	5347	5392	5542	5694	5765	5797
18127	Porter	5777	5960	5792	5802	5938	6083	6149
18127	Porter	5796	6085	6271	6108	6120	6256	6400
18127	Porter	5303	5429	5733	5933	5803	5826	5959
18127	Porter	4923	5097	5194	5489	5682	5534	5552
18127	Porter	5103	5425	5558	5623	5914	6103	5934
18127	Porter	5430	5544	5840	5946	5992	6286	6477
18127	Porter	5697	5690	5777	6063	6158	6196	6495
18127	Porter	6268	5790	5767	5845	6129	6222	6259
18127	Porter	6710	6258	5775	5751	5828	6112	6206
18127	Porter	5982	6618	6171	5698	5678	5758	6042
18127	Porter	4879	5780	6398	5976	5527	5515	5600
18127	Porter	3446	4666	5528	6131	5738	5316	5314
18127	Porter	2574	3260	4405	5226	5805	5444	5054
18127	Porter	1974	2305	2910	3939	4684	5219	4910
18127	Porter	1703	1632	1896	2400	3260	3893	4359
18127	Porter	1793	2092	2214	2456	2921	3742	4655
18127	Porter	83579	87851	91669	95143	98169	100609	102523
