783	800	789	768	733	708	698
873	804	820	809	787	750	724
1030	901	829	845	832	809	771
921	938	825	762	779	769	749
694	667	694	621	578	595	592
629	645	622	654	587	550	565
751	670	686	661	693	623	584
829	751	672	689	663	696	625
851	816	742	664	682	656	688
960	832	798	727	652	670	644
978	918	797	766	699	628	646
870	928	872	758	731	668	601
789	819	874	823	717	693	635
624	726	753	807	761	665	645
493	534	623	649	699	661	579
368	380	413	485	508	552	525
258	252	260	286	340	359	394
209	236	246	259	283	326	364
12910	12617	12315	12033	11724	11378	11029
