4396	4719	5162	5588	5869	6029	6136
5145	5158	5416	5832	6248	6515	6666
5633	5879	5786	6000	6404	6822	7087
4781	5458	5684	5585	5793	6189	6600
3282	3766	4285	4460	4361	4529	4846
3756	4110	4564	5098	5236	5086	5242
4171	4627	4930	5366	5910	6023	5832
4789	4754	5175	5449	5878	6431	6534
5226	5200	5101	5504	5769	6197	6761
5848	5471	5398	5271	5667	5928	6362
5344	5949	5532	5443	5307	5700	5962
4474	5458	6033	5593	5495	5357	5753
4220	4384	5332	5891	5462	5372	5245
3054	4087	4222	5127	5662	5249	5173
2166	2875	3825	3950	4796	5303	4921
1570	1900	2505	3338	3455	4208	4670
1161	1248	1497	1979	2650	2757	3377
986	1194	1349	1586	2005	2640	3087
70002	76237	81796	87060	91967	96335	100254
