18165	Vermillion	392	444	441	440	420	405	405
18165	Vermillion	478	405	458	455	453	433	417
18165	Vermillion	548	500	424	478	474	472	451
18165	Vermillion	482	512	469	398	450	447	446
18165	Vermillion	374	368	400	372	317	362	362
18165	Vermillion	399	381	376	409	381	327	372
18165	Vermillion	465	431	410	404	438	408	351
18165	Vermillion	534	467	433	412	406	440	410
18165	Vermillion	516	528	463	430	409	403	437
18165	Vermillion	616	514	526	462	430	409	403
18165	Vermillion	614	610	510	522	459	427	406
18165	Vermillion	632	598	594	497	510	449	417
18165	Vermillion	568	596	564	562	469	483	427
18165	Vermillion	402	544	569	539	538	450	464
18165	Vermillion	369	379	510	534	507	507	425
18165	Vermillion	283	317	326	440	463	441	442
18165	Vermillion	246	210	236	244	332	351	336
18165	Vermillion	273	282	267	276	288	347	393
18165	Vermillion	8191	8086	7976	7874	7744	7561	7364
