1440	1351	1342	1338	1304	1269	1246
1524	1481	1389	1378	1373	1338	1301
1717	1573	1528	1432	1419	1413	1377
1583	1599	1470	1430	1345	1337	1333
1145	1212	1246	1163	1136	1078	1078
1208	1185	1250	1290	1203	1177	1114
1305	1253	1228	1294	1334	1244	1219
1460	1308	1256	1233	1299	1338	1248
1537	1463	1312	1260	1238	1303	1342
1741	1550	1474	1322	1269	1248	1313
1747	1743	1550	1474	1322	1270	1251
1655	1729	1721	1533	1458	1310	1260
1495	1590	1657	1651	1473	1403	1264
1131	1368	1455	1519	1517	1357	1296
848	960	1163	1243	1304	1306	1173
556	672	761	928	999	1055	1062
424	412	497	570	702	762	814
287	372	409	480	564	687	797
22803	22821	22708	22538	22259	21895	21488
