18001	Adams	1568	1520	1519	1557	1623	1681	1719
18001	Adams	1510	1531	1491	1493	1532	1599	1657
18001	Adams	1382	1510	1533	1495	1497	1536	1604
18001	Adams	1250	1257	1380	1404	1374	1380	1419
18001	Adams	982	965	991	1102	1125	1108	1119
18001	Adams	988	942	930	962	1075	1102	1086
18001	Adams	938	990	948	937	968	1082	1112
18001	Adams	964	919	973	936	925	955	1069
18001	Adams	953	935	894	950	917	906	934
18001	Adams	1108	925	910	873	929	898	887
18001	Adams	1119	1082	904	891	856	911	882
18001	Adams	1000	1090	1054	882	871	838	893
18001	Adams	861	962	1049	1017	852	842	812
18001	Adams	675	829	928	1013	984	824	816
18001	Adams	568	640	785	881	963	937	787
18001	Adams	428	528	592	727	817	896	873
18001	Adams	455	385	471	528	649	733	806
18001	Adams	639	674	648	691	756	878	1014
18001	Adams	17388	17684	18000	18339	18713	19106	19489
