8951	9424	9430	9367	9222	9180	9253
9397	8844	9351	9379	9328	9192	9156
9322	9344	8816	9341	9378	9331	9196
10524	10079	10202	9792	10318	10394	10378
9867	9627	9537	9796	9564	10055	10173
8780	8826	8356	8183	8426	8124	8664
7998	7860	7932	7467	7299	7552	7266
7949	7861	7751	7854	7404	7241	7499
8052	7723	7682	7605	7731	7297	7139
8972	7874	7563	7542	7476	7611	7187
9370	8710	7655	7366	7359	7303	7443
8672	9000	8376	7385	7122	7132	7088
6832	8125	8458	7901	6992	6763	6793
4619	6192	7397	7748	7270	6461	6271
3205	4012	5405	6504	6854	6458	5765
2732	2614	3275	4447	5391	5722	5422
2254	2007	1920	2427	3330	4076	4369
1916	2176	2176	2161	2453	3129	3945
129412	130298	131282	132265	132917	133021	133007
