18163	Vanderburgh	5746	5701	5664	5635	5633	5698	5758
18163	Vanderburgh	5402	5678	5645	5617	5591	5591	5658
18163	Vanderburgh	5246	5398	5682	5654	5628	5602	5602
18163	Vanderburgh	6539	6519	6621	6829	6808	6792	6776
18163	Vanderburgh	7869	7682	7657	7771	7985	7967	7953
18163	Vanderburgh	6237	6106	5799	5737	5856	6111	6067
18163	Vanderburgh	5523	5581	5511	5241	5190	5317	5576
18163	Vanderburgh	5135	5432	5497	5444	5178	5123	5252
18163	Vanderburgh	5295	5111	5411	5477	5430	5164	5105
18163	Vanderburgh	6482	5299	5112	5414	5480	5435	5170
18163	Vanderburgh	6891	6459	5275	5090	5392	5458	5417
18163	Vanderburgh	6155	6832	6394	5221	5040	5345	5412
18163	Vanderburgh	5167	5976	6626	6206	5071	4900	5203
18163	Vanderburgh	3743	4896	5663	6286	5894	4822	4667
18163	Vanderburgh	3262	3451	4509	5227	5813	5458	4473
18163	Vanderburgh	2836	2866	3028	3968	4617	5150	4852
18163	Vanderburgh	2628	2216	2240	2381	3138	3674	4121
18163	Vanderburgh	2876	3103	2996	2981	3081	3604	4252
18163	Vanderburgh	93032	94306	95330	96179	96825	97211	97314
