18053	Grant	1913	1964	1921	1837	1736	1681	1659
18053	Grant	1954	1902	1957	1917	1835	1734	1680
18053	Grant	2120	1950	1901	1959	1919	1838	1737
18053	Grant	3138	2848	2699	2658	2716	2684	2612
18053	Grant	3361	3357	3118	2996	2959	3017	2993
18053	Grant	1836	1885	1901	1688	1582	1555	1613
18053	Grant	1783	1791	1854	1874	1666	1564	1542
18053	Grant	1966	1744	1758	1828	1851	1644	1545
18053	Grant	2060	1930	1718	1735	1808	1831	1627
18053	Grant	2479	2015	1892	1688	1706	1780	1804
18053	Grant	2609	2415	1967	1852	1655	1675	1748
18053	Grant	2434	2520	2339	1909	1802	1614	1635
18053	Grant	2158	2318	2406	2239	1831	1733	1556
18053	Grant	1788	2015	2169	2258	2106	1726	1637
18053	Grant	1489	1618	1827	1975	2063	1929	1585
18053	Grant	1245	1287	1399	1587	1723	1806	1695
18053	Grant	989	972	1005	1099	1254	1370	1445
18053	Grant	1052	1120	1151	1199	1290	1441	1605
18053	Grant	36374	35651	34982	34298	33502	32622	31718
