1274	1218	1243	1282	1297	1300	1305
1321	1363	1295	1316	1353	1366	1368
1349	1416	1451	1373	1392	1427	1438
1377	1361	1423	1454	1375	1394	1430
1097	1167	1170	1237	1268	1208	1231
1194	1153	1218	1223	1291	1325	1259
1196	1282	1232	1294	1296	1365	1403
1250	1298	1380	1320	1381	1378	1451
1334	1317	1361	1441	1376	1437	1431
1680	1371	1347	1389	1470	1403	1465
1562	1703	1384	1358	1400	1481	1414
1396	1587	1722	1398	1371	1415	1497
1214	1406	1589	1720	1397	1370	1416
937	1189	1368	1544	1670	1358	1334
601	856	1083	1248	1412	1530	1248
391	517	733	931	1078	1226	1336
323	299	394	563	720	841	966
184	250	269	330	450	597	743
19680	20753	21662	22421	22997	23421	23735
