2397	2381	2431	2506	2535	2541	2551
2599	2565	2532	2573	2645	2670	2674
2654	2785	2731	2684	2720	2789	2811
2626	2655	2778	2718	2671	2708	2779
2120	2237	2297	2431	2385	2361	2404
2326	2213	2323	2388	2527	2484	2454
2334	2538	2400	2502	2563	2706	2660
2523	2509	2708	2551	2650	2705	2855
2627	2636	2611	2809	2643	2741	2792
3329	2700	2698	2666	2866	2695	2794
3185	3396	2742	2735	2701	2901	2728
2791	3248	3446	2776	2767	2732	2935
2402	2822	3267	3456	2783	2773	2741
1890	2372	2771	3203	3384	2726	2720
1223	1770	2212	2586	2993	3164	2553
935	1082	1557	1950	2287	2658	2818
748	757	866	1252	1576	1861	2180
655	800	884	999	1292	1657	2050
39364	41466	43254	44785	45988	46872	47499
