18157	Tippecanoe	5412	5339	5632	5859	5999	6126	6243
18157	Tippecanoe	4798	5436	5363	5657	5881	6020	6149
18157	Tippecanoe	4559	4849	5488	5412	5704	5925	6063
18157	Tippecanoe	7907	8160	8361	8818	8762	8978	9142
18157	Tippecanoe	13825	14170	14228	14280	14778	14559	14811
18157	Tippecanoe	6498	6846	7122	7137	7162	7679	7421
18157	Tippecanoe	5321	5462	5821	6087	6085	6112	6647
18157	Tippecanoe	4670	4863	4995	5337	5580	5573	5599
18157	Tippecanoe	4433	4661	4855	4986	5331	5572	5560
18157	Tippecanoe	4721	4463	4679	4867	4992	5336	5574
18157	Tippecanoe	4855	4748	4471	4678	4861	4983	5326
18157	Tippecanoe	4610	4844	4721	4439	4644	4827	4950
18157	Tippecanoe	3714	4519	4738	4616	4340	4544	4729
18157	Tippecanoe	2620	3593	4360	4568	4450	4185	4387
18157	Tippecanoe	2053	2485	3391	4113	4312	4202	3955
18157	Tippecanoe	1576	1870	2244	3056	3708	3892	3799
18157	Tippecanoe	1491	1341	1573	1885	2569	3125	3293
18157	Tippecanoe	1677	1885	1898	2048	2328	2913	3613
18157	Tippecanoe	84740	89534	93940	97843	101486	104551	107261
