18169	Wabash	969	929	891	865	845	834	821
18169	Wabash	951	976	936	898	872	851	841
18169	Wabash	1034	972	998	956	918	891	868
18169	Wabash	1242	1179	1123	1150	1112	1078	1054
18169	Wabash	1078	1043	1015	984	1013	988	963
18169	Wabash	827	771	747	729	706	736	714
18169	Wabash	824	806	756	733	717	694	726
18169	Wabash	932	817	800	753	730	713	690
18169	Wabash	1000	907	798	782	738	716	698
18169	Wabash	1187	971	882	778	763	720	700
18169	Wabash	1223	1138	932	848	750	737	696
18169	Wabash	1156	1175	1093	897	817	724	713
18169	Wabash	1032	1107	1126	1048	861	786	698
18169	Wabash	848	979	1051	1070	997	820	750
18169	Wabash	696	802	924	993	1012	945	778
18169	Wabash	649	643	735	846	909	927	868
18169	Wabash	563	550	541	618	713	769	787
18169	Wabash	703	756	774	784	841	938	1038
18169	Wabash	16914	16521	16122	15732	15314	14867	14403
