18055	Greene	962	957	943	940	929	916	906
18055	Greene	1047	1005	998	982	978	966	952
18055	Greene	1099	1094	1048	1040	1022	1017	1004
18055	Greene	1021	1039	1035	993	987	972	969
18055	Greene	841	767	798	807	778	780	772
18055	Greene	910	942	853	885	895	863	863
18055	Greene	882	882	920	834	865	877	847
18055	Greene	1054	894	894	933	845	876	889
18055	Greene	1123	1047	887	888	928	840	870
18055	Greene	1248	1100	1026	871	873	914	826
18055	Greene	1208	1222	1077	1005	855	857	897
18055	Greene	1197	1200	1211	1067	996	848	851
18055	Greene	1046	1188	1189	1199	1057	987	841
18055	Greene	862	989	1125	1126	1136	1003	938
18055	Greene	658	744	855	976	980	990	876
18055	Greene	537	529	600	691	793	801	812
18055	Greene	448	403	397	455	528	610	621
18055	Greene	465	466	446	439	470	530	611
18055	Greene	16608	16468	16302	16131	15915	15647	15345
