434075	443741	453390	461140	463397	465782	469717
444821	445538	454373	463520	470960	472960	475206
452171	456575	456261	464590	473426	480703	482561
475515	472045	476699	476405	485087	494291	501865
452026	466070	462778	467456	467333	475862	484946
419530	424623	437808	434719	439133	439054	447185
407815	421865	426480	439531	436331	440685	440583
417011	409679	423340	427769	440776	437566	441962
423819	416241	408599	422191	426587	439613	436525
473946	420516	412733	405164	418718	423167	436250
472822	466617	413786	406274	398985	412529	417098
418515	462045	455884	404640	397680	390903	404542
350628	401225	442967	437902	389325	383252	377238
259057	327323	374563	414600	410988	366251	361362
193278	232634	293863	337393	374763	372815	333288
151843	163500	196725	249737	288140	321651	321641
121658	116793	125546	152258	194730	226318	254527
115272	130722	136327	145749	167438	205370	247095
6483802	6677751	6852121	7011039	7143794	7248772	7333590
