18101	Martin	321	332	328	320	314	318	325
18101	Martin	302	330	341	336	328	322	326
18101	Martin	336	314	343	354	349	340	334
18101	Martin	344	307	289	316	327	323	316
18101	Martin	254	262	239	228	251	261	260
18101	Martin	244	238	247	227	217	240	250
18101	Martin	253	278	270	279	254	243	269
18101	Martin	326	257	282	275	284	257	246
18101	Martin	316	336	264	290	283	292	263
18101	Martin	392	321	341	268	294	287	296
18101	Martin	401	389	318	338	266	292	285
18101	Martin	387	392	381	311	331	261	286
18101	Martin	335	375	379	369	302	322	254
18101	Martin	276	322	360	365	354	291	310
18101	Martin	225	256	299	334	340	329	271
18101	Martin	163	189	215	252	283	289	282
18101	Martin	125	118	137	158	187	212	219
18101	Martin	111	120	122	135	153	180	210
18101	Martin	5111	5136	5155	5155	5117	5059	5002
