2204	2194	2284	2342	2321	2275	2258
2408	2305	2294	2386	2443	2421	2372
2659	2510	2400	2388	2482	2539	2515
2549	2676	2521	2405	2393	2489	2548
1777	1954	2073	1971	1884	1886	1971
1767	1783	1958	2091	1989	1907	1905
1922	1976	1989	2177	2321	2207	2119
2189	2051	2103	2116	2313	2462	2341
2550	2282	2136	2188	2201	2405	2558
2845	2592	2315	2168	2221	2236	2443
2811	2829	2576	2302	2159	2213	2229
2388	2791	2804	2557	2287	2149	2204
2098	2238	2617	2636	2410	2160	2036
1514	1893	2022	2374	2399	2201	1978
1058	1300	1630	1751	2066	2096	1931
690	834	1025	1295	1402	1666	1699
452	466	565	702	895	980	1175
283	324	348	408	504	644	757
34164	34998	35660	36257	36690	36936	37039
