1869	1915	1893	1872	1839	1825	1837
1955	1921	1967	1943	1919	1884	1871
2075	2047	2007	2052	2024	1998	1959
2508	2333	2329	2303	2355	2339	2319
2130	2207	2116	2149	2143	2205	2205
1893	1743	1822	1739	1776	1775	1837
1888	1936	1788	1871	1784	1826	1827
2031	1950	1996	1844	1927	1835	1879
2128	2021	1938	1987	1832	1917	1823
2503	2095	1988	1907	1956	1803	1888
2520	2439	2037	1932	1853	1902	1752
2161	2490	2402	2003	1899	1823	1874
2025	2103	2420	2335	1947	1847	1777
1563	1906	1980	2283	2207	1842	1751
1095	1359	1662	1735	2008	1946	1629
852	871	1083	1334	1401	1634	1590
629	629	642	807	1002	1061	1248
603	692	741	784	910	1104	1263
32428	32657	32811	32880	32782	32566	32329
