1755	1769	1762	1752	1727	1709	1702
1770	1751	1769	1762	1752	1728	1710
1910	1773	1755	1775	1769	1759	1735
1757	1772	1651	1637	1660	1659	1652
1396	1349	1381	1304	1298	1325	1333
1411	1377	1331	1372	1298	1296	1320
1516	1452	1419	1370	1412	1337	1338
1604	1499	1437	1408	1360	1401	1327
1604	1586	1484	1424	1397	1351	1391
1764	1591	1573	1474	1415	1389	1344
1856	1736	1567	1550	1455	1397	1373
1568	1824	1704	1540	1525	1434	1377
1331	1515	1758	1643	1487	1474	1389
897	1224	1392	1618	1516	1376	1368
613	793	1083	1237	1444	1358	1238
452	502	650	893	1028	1207	1142
322	331	367	479	665	773	916
259	282	296	325	398	533	662
23785	24126	24379	24563	24606	24506	24317
