652	624	599	590	595	595	582
686	714	679	649	637	642	643
719	706	735	699	667	654	659
718	652	645	676	644	616	606
573	533	495	498	524	504	484
517	536	502	470	474	501	481
583	536	557	522	487	492	520
681	613	561	584	546	508	514
661	703	631	578	602	561	522
869	675	716	642	588	613	570
869	874	679	719	643	589	615
825	868	871	676	716	642	588
752	805	845	847	659	697	626
555	699	748	785	788	615	651
416	479	604	650	684	688	538
278	321	372	471	510	541	547
199	204	231	271	344	374	402
160	172	182	205	240	299	350
10713	10714	10652	10532	10348	10131	9898
