13454	13957	14430	14769	14872	14973	15175
13539	13597	14110	14580	14915	15014	15118
13370	13738	13789	14305	14774	15105	15200
13346	13167	13527	13564	14086	14568	14909
11426	12037	11808	12111	12081	12567	13026
11613	11853	12478	12322	12650	12661	13147
11475	11609	11885	12519	12369	12713	12751
11413	11337	11489	11796	12433	12282	12632
11323	11239	11191	11356	11679	12311	12160
12380	11089	11016	10992	11165	11496	12123
12349	12001	10768	10716	10716	10896	11233
11145	11866	11548	10393	10367	10393	10582
8684	10460	11159	10895	9839	9841	9895
5964	7907	9547	10233	10026	9087	9118
4127	5169	6873	8347	8991	8842	8046
3153	3422	4286	5738	7019	7610	7526
2538	2355	2558	3236	4378	5410	5926
1922	2433	2611	2868	3435	4456	5697
173221	179236	185073	190740	195795	200225	204264
