955	975	934	908	887	874	861
985	961	982	942	915	894	882
1135	1007	982	1003	963	935	913
1315	1223	1117	1100	1124	1091	1067
1090	1077	1029	960	953	982	960
810	754	751	720	663	661	687
881	806	753	750	719	665	664
935	860	789	738	737	706	654
978	907	836	769	721	720	690
1142	947	879	813	748	703	701
1194	1098	912	848	786	724	681
1097	1132	1043	868	809	751	693
964	1024	1057	977	816	762	709
772	892	947	981	909	761	712
610	680	787	839	873	811	681
442	506	564	655	703	736	687
349	341	389	435	508	550	581
320	369	387	427	479	553	625
15974	15559	15138	14733	14313	13879	13448
