1317	1343	1350	1343	1302	1256	1221
1568	1370	1396	1401	1393	1351	1303
1683	1638	1430	1457	1460	1451	1407
1707	1660	1618	1418	1447	1452	1445
1401	1486	1479	1467	1325	1356	1367
1556	1496	1579	1581	1570	1435	1465
1558	1509	1451	1535	1536	1526	1392
1752	1511	1465	1410	1493	1494	1484
1881	1731	1494	1449	1396	1478	1479
2064	1834	1687	1456	1413	1361	1443
1927	1919	1694	1552	1330	1289	1239
1716	1775	1767	1553	1419	1208	1170
1580	1560	1615	1611	1413	1289	1092
1115	1429	1412	1467	1467	1287	1176
880	972	1212	1204	1258	1262	1109
608	678	740	928	929	978	987
456	408	448	496	629	636	677
318	341	328	346	381	465	513
25087	24660	24165	23674	23161	22574	21969
