5313	5504	5578	5587	5509	5472	5506
5482	5342	5540	5616	5626	5547	5510
5636	5543	5405	5607	5683	5691	5611
5581	5395	5310	5178	5381	5463	5478
4709	4773	4652	4612	4499	4696	4786
4875	4814	4872	4766	4731	4629	4823
4611	4851	4810	4871	4766	4737	4645
4762	4580	4822	4795	4854	4747	4721
4974	4769	4589	4832	4810	4866	4756
5696	4976	4766	4588	4833	4814	4872
5789	5621	4911	4706	4534	4779	4765
5050	5724	5551	4853	4656	4491	4738
4407	4957	5609	5443	4763	4576	4421
3358	4204	4724	5356	5207	4564	4395
2556	3064	3830	4316	4906	4782	4200
1903	2197	2630	3301	3736	4263	4177
1374	1480	1709	2062	2605	2969	3413
1282	1471	1633	1872	2229	2765	3311
77358	79265	80941	82361	83328	83851	84128
