588	564	529	514	518	523	515
574	604	580	544	528	531	536
602	597	627	601	564	547	549
633	575	573	603	580	548	533
673	676	640	646	671	657	635
785	708	713	681	689	714	700
786	776	694	697	662	669	697
709	729	720	639	642	607	614
696	651	671	662	583	586	549
820	669	623	644	635	557	560
802	762	613	568	589	581	504
701	758	718	572	529	550	541
627	666	720	680	539	497	518
398	577	612	664	628	497	458
307	356	513	546	594	564	448
237	260	300	435	466	508	486
175	176	192	224	327	354	390
136	179	202	227	264	349	421
10249	10283	10240	10147	10008	9839	9654
