746	750	759	754	738	719	712
752	749	754	764	758	742	723
815	767	763	769	778	772	755
871	801	754	750	756	767	761
623	651	620	598	601	614	628
607	598	626	602	582	588	600
655	657	645	673	646	623	630
720	654	656	647	675	646	624
746	711	647	649	640	669	639
861	742	706	643	644	635	664
915	859	739	703	641	643	633
904	907	850	731	696	634	637
662	847	849	794	684	652	595
549	600	766	769	720	622	595
480	491	536	686	691	649	563
318	369	379	418	538	546	516
193	207	243	256	287	374	385
119	144	166	199	227	261	327
11536	11504	11458	11405	11302	11156	10987
