3925	4159	4441	4766	5029	5238	5424
4390	4658	4846	5106	5430	5695	5914
4780	4997	5228	5388	5639	5968	6243
4113	4524	4718	4931	5081	5324	5638
2355	2727	2994	3116	3244	3346	3512
2945	3015	3400	3689	3800	3941	4040
3107	3624	3633	4033	4324	4430	4585
3906	3641	4171	4137	4553	4849	4955
4326	4360	4015	4560	4497	4930	5235
5044	4636	4629	4242	4800	4725	5172
4679	5178	4737	4716	4319	4881	4805
3554	4662	5150	4711	4693	4302	4865
2872	3472	4550	5030	4606	4597	4220
2081	2730	3296	4322	4786	4386	4391
1527	1924	2514	3038	3988	4423	4059
1192	1369	1711	2234	2706	3559	3960
934	950	1085	1362	1789	2179	2885
910	995	1043	1151	1370	1736	2171
56640	61621	66161	70532	74654	78509	82074
